    K_f          mu_f          f            Kp
    39.307652    19.540718     0.420502     0.200000
    39.242875    19.514466     0.423813     0.200000
    39.177650    19.487986     0.427124     0.200000
    39.111972    19.461274     0.430435     0.200000
    39.045837    19.434328     0.433746     0.200000
    38.979240    19.407143     0.437057     0.200000
    38.912175    19.379718     0.440368     0.200000
    38.844638    19.352049     0.443679     0.200000
    38.776624    19.324132     0.446990     0.200000
    38.708128    19.295965     0.450301     0.200000
    38.639145    19.267543     0.453612     0.200000
    38.569669    19.238864     0.456923     0.200000
    38.499695    19.209924     0.460234     0.200000
    38.429218    19.180719     0.463545     0.200000
    38.358232    19.151246     0.466856     0.200000
    38.286733    19.121501     0.470167     0.200000
    38.214713    19.091480     0.473478     0.200000
    38.142168    19.061179     0.476789     0.200000
    38.069091    19.030595     0.480100     0.200000
    37.995478    18.999723     0.483411     0.200000
    37.921321    18.968560     0.486722     0.200000
    37.846616    18.937100     0.490033     0.200000
    37.771355    18.905341     0.493344     0.200000
    37.695533    18.873277     0.496656     0.200000
    37.619143    18.840904     0.499967     0.200000
    37.542179    18.808218     0.503278     0.200000
    37.464634    18.775214     0.506589     0.200000
    37.386502    18.741887     0.509900     0.200000
    37.307776    18.708234     0.513211     0.200000
    37.228450    18.674248     0.516522     0.200000
    37.148515    18.639925     0.519833     0.200000
    37.067967    18.605260     0.523144     0.200000
    36.986796    18.570247     0.526455     0.200000
    36.904997    18.534882     0.529766     0.200000
    36.822561    18.499159     0.533077     0.200000
    36.739481    18.463073     0.536388     0.200000
    36.655750    18.426618     0.539699     0.200000
    36.571361    18.389788     0.543010     0.200000
    36.486304    18.352578     0.546321     0.200000
    36.400572    18.314982     0.549632     0.200000
    36.314158    18.276993     0.552943     0.200000
    36.227053    18.238605     0.556254     0.200000
    36.139248    18.199813     0.559565     0.200000
    36.050736    18.160609     0.562876     0.200000
    35.961507    18.120988     0.566187     0.200000
    35.871553    18.080941     0.569498     0.200000
    35.780865    18.040463     0.572809     0.200000
    35.689434    17.999547     0.576120     0.200000
    35.597251    17.958184     0.579431     0.200000
    35.504306    17.916369     0.582742     0.200000
    35.410591    17.874093     0.586054     0.200000
    35.316095    17.831349     0.589365     0.200000
    35.220808    17.788129     0.592676     0.200000
    35.124721    17.744425     0.595987     0.200000
    35.027824    17.700228     0.599298     0.200000
    34.930105    17.655531     0.602609     0.200000
    34.831556    17.610325     0.605920     0.200000
    34.732165    17.564600     0.609231     0.200000
    34.631920    17.518349     0.612542     0.200000
    34.530812    17.471562     0.615853     0.200000
    34.428830    17.424229     0.619164     0.200000
    34.325960    17.376341     0.622475     0.200000
    34.222193    17.327888     0.625786     0.200000
    34.117516    17.278860     0.629097     0.200000
    34.011917    17.229247     0.632408     0.200000
    33.905384    17.179037     0.635719     0.200000
    33.797905    17.128221     0.639030     0.200000
    33.689466    17.076788     0.642341     0.200000
    33.580055    17.024725     0.645652     0.200000
    33.469660    16.972021     0.648963     0.200000
    33.358265    16.918664     0.652274     0.200000
    33.245859    16.864643     0.655585     0.200000
    33.132426    16.809944     0.658896     0.200000
    33.017953    16.754555     0.662207     0.200000
    32.902426    16.698462     0.665518     0.200000
    32.785829    16.641652     0.668829     0.200000
    32.668149    16.584111     0.672140     0.200000
    32.549369    16.525825     0.675452     0.200000
    32.429475    16.466780     0.678763     0.200000
    32.308450    16.406959     0.682074     0.200000
    32.186278    16.346349     0.685385     0.200000
    32.062943    16.284932     0.688696     0.200000
    31.938429    16.222693     0.692007     0.200000
    31.812719    16.159616     0.695318     0.200000
    31.685794    16.095682     0.698629     0.200000
    31.557638    16.030875     0.701940     0.200000
    31.428232    15.965177     0.705251     0.200000
    31.297558    15.898568     0.708562     0.200000
    31.165597    15.831030     0.711873     0.200000
    31.032330    15.762543     0.715184     0.200000
    30.897738    15.693087     0.718495     0.200000
    30.761801    15.622640     0.721806     0.200000
    30.624499    15.551183     0.725117     0.200000
    30.485810    15.478692     0.728428     0.200000
    30.345714    15.405145     0.731739     0.200000
    30.204190    15.330519     0.735050     0.200000
    30.061214    15.254789     0.738361     0.200000
    29.916766    15.177931     0.741672     0.200000
    29.770822    15.099919     0.744983     0.200000
    29.623358    15.020728     0.748294     0.200000
    29.474350    14.940329     0.751605     0.200000
    29.323776    14.858696     0.754916     0.200000
    29.171609    14.775799     0.758227     0.200000
    29.017824    14.691608     0.761538     0.200000
    28.862395    14.606093     0.764849     0.200000
    28.705296    14.519222     0.768161     0.200000
    28.546499    14.430962     0.771472     0.200000
    28.385978    14.341280     0.774783     0.200000
    28.223703    14.250142     0.778094     0.200000
    28.059646    14.157509     0.781405     0.200000
    27.893777    14.063347     0.784716     0.200000
    27.726066    13.967615     0.788027     0.200000
    27.556483    13.870275     0.791338     0.200000
    27.384996    13.771284     0.794649     0.200000
    27.211572    13.670601     0.797960     0.200000
    27.036178    13.568181     0.801271     0.200000
    26.858781    13.463979     0.804582     0.200000
    26.679347    13.357947     0.807893     0.200000
    26.497839    13.250036     0.811204     0.200000
    26.314222    13.140195     0.814515     0.200000
    26.128459    13.028372     0.817826     0.200000
    25.940512    12.914512     0.821137     0.200000
    25.750342    12.798557     0.824448     0.200000
    25.557910    12.680449     0.827759     0.200000
    25.363175    12.560127     0.831070     0.200000
    25.166094    12.437528     0.834381     0.200000
    24.966627    12.312584     0.837692     0.200000
    24.764729    12.185227     0.841003     0.200000
    24.560355    12.055385     0.844314     0.200000
    24.353460    11.922984     0.847625     0.200000
    24.143996    11.787946     0.850936     0.200000
    23.931916    11.650191     0.854247     0.200000
    23.717170    11.509633     0.857559     0.200000
    23.499707    11.366185     0.860870     0.200000
    23.279477    11.219754     0.864181     0.200000
    23.056424    11.070245     0.867492     0.200000
    22.830496    10.917557     0.870803     0.200000
    22.601636    10.761585     0.874114     0.200000
    22.369786    10.602219     0.877425     0.200000
    22.134888    10.439344     0.880736     0.200000
    21.896880    10.272838     0.884047     0.200000
    21.655702    10.102576     0.887358     0.200000
    21.411288     9.928423     0.890669     0.200000
    21.163575     9.750240     0.893980     0.200000
    20.912493     9.567879     0.897291     0.200000
    20.657975     9.381185     0.900602     0.200000
    20.399948     9.189993     0.903913     0.200000
    20.138341     8.994130     0.907224     0.200000
    19.873077     8.793413     0.910535     0.200000
    19.604081     8.587647     0.913846     0.200000
    19.331272     8.376626     0.917157     0.200000
    19.054568     8.160130     0.920468     0.200000
    18.773886     7.937924     0.923779     0.200000
    18.489140     7.709759     0.927090     0.200000
    18.200240     7.475364     0.930401     0.200000
    17.907095     7.234452     0.933712     0.200000
    17.609611     6.986711     0.937023     0.200000
    17.307690     6.731802     0.940334     0.200000
    17.001232     6.469357     0.943645     0.200000
    16.690136     6.198975     0.946957     0.200000
    16.374293     5.920209     0.950268     0.200000
    16.053596     5.632569     0.953579     0.200000
    15.727931     5.335503     0.956890     0.200000
    15.397181     5.028387     0.960201     0.200000
    15.061228     4.710509     0.963512     0.200000
    14.719946     4.381042     0.966823     0.200000
    14.373209     4.039013     0.970134     0.200000
    14.020884     3.683255     0.973445     0.200000
    13.662836     3.312333     0.976756     0.200000
    13.298923     2.924441     0.980067     0.200000
    12.929000     2.517237     0.983378     0.200000
    12.552918     2.087567     0.986689     0.200000
    12.170520     1.631007     0.990000     0.200000
