    K_f          mu_f          f            Kp
    36.253582    19.465798     0.427124     0.200000
    36.175667    19.438721     0.430435     0.200000
    36.097181    19.411405     0.433746     0.200000
    36.018118    19.383845     0.437057     0.200000
    35.938472    19.356038     0.440368     0.200000
    35.858235    19.327982     0.443679     0.200000
    35.777402    19.299672     0.446990     0.200000
    35.695966    19.271106     0.450301     0.200000
    35.613919    19.242279     0.453612     0.200000
    35.531256    19.213188     0.456923     0.200000
    35.447969    19.183830     0.460234     0.200000
    35.364051    19.154201     0.463545     0.200000
    35.279494    19.124297     0.466856     0.200000
    35.194292    19.094115     0.470167     0.200000
    35.108438    19.063649     0.473478     0.200000
    35.021922    19.032897     0.476789     0.200000
    34.934739    19.001854     0.480100     0.200000
    34.846880    18.970517     0.483411     0.200000
    34.758337    18.938880     0.486722     0.200000
    34.669102    18.906940     0.490033     0.200000
    34.579167    18.874692     0.493344     0.200000
    34.488524    18.842131     0.496656     0.200000
    34.397165    18.809254     0.499967     0.200000
    34.305080    18.776056     0.503278     0.200000
    34.212262    18.742531     0.506589     0.200000
    34.118701    18.708676     0.509900     0.200000
    34.024388    18.674484     0.513211     0.200000
    33.929315    18.639951     0.516522     0.200000
    33.833472    18.605073     0.519833     0.200000
    33.736850    18.569842     0.523144     0.200000
    33.639439    18.534256     0.526455     0.200000
    33.541229    18.498307     0.529766     0.200000
    33.442211    18.461990     0.533077     0.200000
    33.342375    18.425300     0.536388     0.200000
    33.241710    18.388231     0.539699     0.200000
    33.140206    18.350777     0.543010     0.200000
    33.037853    18.312932     0.546321     0.200000
    32.934640    18.274690     0.549632     0.200000
    32.830555    18.236044     0.552943     0.200000
    32.725589    18.196988     0.556254     0.200000
    32.619729    18.157516     0.559565     0.200000
    32.512964    18.117621     0.562876     0.200000
    32.405283    18.077295     0.566187     0.200000
    32.296673    18.036533     0.569498     0.200000
    32.187123    17.995326     0.572809     0.200000
    32.076620    17.953668     0.576120     0.200000
    31.965152    17.911551     0.579431     0.200000
    31.852707    17.868968     0.582742     0.200000
    31.739270    17.825910     0.586054     0.200000
    31.624830    17.782370     0.589365     0.200000
    31.509372    17.738339     0.592676     0.200000
    31.392883    17.693809     0.595987     0.200000
    31.275350    17.648773     0.599298     0.200000
    31.156758    17.603220     0.602609     0.200000
    31.037092    17.557142     0.605920     0.200000
    30.916338    17.510530     0.609231     0.200000
    30.794482    17.463375     0.612542     0.200000
    30.671507    17.415667     0.615853     0.200000
    30.547399    17.367396     0.619164     0.200000
    30.422142    17.318552     0.622475     0.200000
    30.295720    17.269126     0.625786     0.200000
    30.168116    17.219105     0.629097     0.200000
    30.039314    17.168481     0.632408     0.200000
    29.909296    17.117241     0.635719     0.200000
    29.778046    17.065374     0.639030     0.200000
    29.645546    17.012870     0.642341     0.200000
    29.511778    16.959715     0.645652     0.200000
    29.376724    16.905898     0.648963     0.200000
    29.240364    16.851407     0.652274     0.200000
    29.102681    16.796228     0.655585     0.200000
    28.963654    16.740348     0.658896     0.200000
    28.823265    16.683755     0.662207     0.200000
    28.681492    16.626434     0.665518     0.200000
    28.538315    16.568372     0.668829     0.200000
    28.393713    16.509553     0.672140     0.200000
    28.247666    16.449963     0.675452     0.200000
    28.100150    16.389586     0.678763     0.200000
    27.951145    16.328408     0.682074     0.200000
    27.800626    16.266411     0.685385     0.200000
    27.648571    16.203580     0.688696     0.200000
    27.494957    16.139897     0.692007     0.200000
    27.339759    16.075345     0.695318     0.200000
    27.182953    16.009905     0.698629     0.200000
    27.024513    15.943561     0.701940     0.200000
    26.864414    15.876292     0.705251     0.200000
    26.702629    15.808079     0.708562     0.200000
    26.539133    15.738903     0.711873     0.200000
    26.373897    15.668742     0.715184     0.200000
    26.206893    15.597575     0.718495     0.200000
    26.038094    15.525382     0.721806     0.200000
    25.867470    15.452138     0.725117     0.200000
    25.694991    15.377822     0.728428     0.200000
    25.520627    15.302409     0.731739     0.200000
    25.344346    15.225876     0.735050     0.200000
    25.166118    15.148196     0.738361     0.200000
    24.985909    15.069344     0.741672     0.200000
    24.803686    14.989293     0.744983     0.200000
    24.619416    14.908016     0.748294     0.200000
    24.433064    14.825484     0.751605     0.200000
    24.244594    14.741668     0.754916     0.200000
    24.053969    14.656538     0.758227     0.200000
    23.861154    14.570063     0.761538     0.200000
    23.666109    14.482210     0.764849     0.200000
    23.468796    14.392946     0.768161     0.200000
    23.269175    14.302237     0.771472     0.200000
    23.067205    14.210048     0.774783     0.200000
    22.862845    14.116342     0.778094     0.200000
    22.656052    14.021081     0.781405     0.200000
    22.446782    13.924227     0.784716     0.200000
    22.234990    13.825738     0.788027     0.200000
    22.020632    13.725574     0.791338     0.200000
    21.803659    13.623691     0.794649     0.200000
    21.584023    13.520045     0.797960     0.200000
    21.361676    13.414589     0.801271     0.200000
    21.136566    13.307276     0.804582     0.200000
    20.908642    13.198055     0.807893     0.200000
    20.677851    13.086877     0.811204     0.200000
    20.444138    12.973687     0.814515     0.200000
    20.207448    12.858430     0.817826     0.200000
    19.967723    12.741050     0.821137     0.200000
    19.724904    12.621488     0.824448     0.200000
    19.478932    12.499681     0.827759     0.200000
    19.229744    12.375565     0.831070     0.200000
    18.977277    12.249076     0.834381     0.200000
    18.721466    12.120144     0.837692     0.200000
    18.462244    11.988697     0.841003     0.200000
    18.199542    11.854661     0.844314     0.200000
    17.933289    11.717959     0.847625     0.200000
    17.663414    11.578511     0.850936     0.200000
    17.389841    11.436232     0.854247     0.200000
    17.112495    11.291037     0.857559     0.200000
    16.831296    11.142834     0.860870     0.200000
    16.546164    10.991529     0.864181     0.200000
    16.257016    10.837023     0.867492     0.200000
    15.963765    10.679215     0.870803     0.200000
    15.666326    10.517996     0.874114     0.200000
    15.364606    10.353254     0.877425     0.200000
    15.058512    10.184875     0.880736     0.200000
    14.747950    10.012734     0.884047     0.200000
    14.432820     9.836706     0.887358     0.200000
    14.113022     9.656657     0.890669     0.200000
    13.788449     9.472446     0.893980     0.200000
    13.458995     9.283930     0.897291     0.200000
    13.124549     9.090954     0.900602     0.200000
    12.784997     8.893358     0.903913     0.200000
    12.440220     8.690976     0.907224     0.200000
    12.090097     8.483630     0.910535     0.200000
    11.734503     8.271135     0.913846     0.200000
    11.373308     8.053298     0.917157     0.200000
    11.006379     7.829915     0.920468     0.200000
    10.633579     7.600771     0.923779     0.200000
    10.254765     7.365639     0.927090     0.200000
     9.869791     7.124284     0.930401     0.200000
     9.478506     6.876453     0.933712     0.200000
     9.080752     6.621883     0.937023     0.200000
     8.676368     6.360296     0.940334     0.200000
     8.265186     6.091396     0.943645     0.200000
     7.847035     5.814873     0.946957     0.200000
     7.421735     5.530399     0.950268     0.200000
     6.989102     5.237624     0.953579     0.200000
     6.548943     4.936181     0.956890     0.200000
     6.101062     4.625680     0.960201     0.200000
     5.645252     4.305704     0.963512     0.200000
     5.181302     3.975814     0.966823     0.200000
     4.708991     3.635542     0.970134     0.200000
     4.228092     3.284390     0.973445     0.200000
     3.738368     2.921827     0.976756     0.200000
     3.239574     2.547289     0.980067     0.200000
     2.731455     2.160171     0.983378     0.200000
     2.213748     1.759829     0.986689     0.200000
     1.686178     1.345574     0.990000     0.200000
